Name,VRM_Category__c,VRM_SubCategory__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c,VRM_External_Id__c
FaultCode484,Drive Train,Drive Shafts,Case Broken-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Case Broken-Replace Steering Gearbox-4hr
FaultCode485,Drive Train,Drive Shafts,Flex Joint Insert Failure-Replace Component-0.25hr,Active,Drive Train-Drive Shafts-Flex Joint Insert Failure-Replace Component-0.25hr
FaultCode486,Drive Train,Drive Shafts,Gears Locked Up-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Gears Locked Up-Replace Steering Gearbox-4hr
FaultCode487,Drive Train,Drive Shafts,Input Bearing Failed-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Input Bearing Failed-Replace Steering Gearbox-4hr
FaultCode488,Drive Train,Drive Shafts,Mis-manufactured-Replace Component-0.25hr,Active,Drive Train-Drive Shafts-Mis-manufactured-Replace Component-0.25hr
FaultCode489,Drive Train,Drive Shafts,Other -- Fill in Comments-Replace Component-4hr,Active,Drive Train-Drive Shafts-Other - Fill in Comments-Replace Component-4hr
FaultCode490,Drive Train,Drive Shafts,Output Bearing Failed-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Output Bearing Failed-Replace Steering Gearbox-4hr
FaultCode491,Drive Train,Drive Shafts,Output Seal Leaking-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Output Seal Leaking-Replace Steering Gearbox-4hr
FaultCode492,Drive Train,Drive Shafts,Output Seal Missing-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Output Seal Missing-Replace Steering Gearbox-4hr
FaultCode493,Drive Train,Drive Shafts,Output Shaft Broken-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Output Shaft Broken-Replace Steering Gearbox-4hr
FaultCode494,Drive Train,Drive Shafts,Part Dimensions Incorrect-Replace Component-4hr,Active,Drive Train-Drive Shafts-Part Dimensions Incorrect-Replace Component-4hr
FaultCode495,Drive Train,Drive Shafts,Shipment Damage-Replace Component-0hr,Active,Drive Train-Drive Shafts-Shipment Damage-Replace Component-0hr
FaultCode496,Drive Train,Drive Shafts,Snap Ring Failed-Replace Steering Gearbox-4hr,Active,Drive Train-Drive Shafts-Snap Ring Failed-Replace Steering Gearbox-4hr
FaultCode497,Drive Train,Drive Shafts,Steering arm loose-Replace Component-1hr,Active,Drive Train-Drive Shafts-Steering arm loose-Replace Component-1hr
FaultCode498,Drive Train,Drive Shafts,Steering Gearmotor Failed-Replace Gearmotor-2hr,Active,Drive Train-Drive Shafts-Steering Gearmotor Failed-Replace Gearmotor-2hr
FaultCode499,Drive Train,Drive Shafts,Steering Motor Failed-Replace Motor Module-1.5hr,Active,Drive Train-Drive Shafts-Steering Motor Failed-Replace Motor Module-1.5hr
FaultCode500,Drive Train,Drive Shafts,Tow Pin Failure-Replace Component-1hr,Active,Drive Train-Drive Shafts-Tow Pin Failure-Replace Component-1hr
FaultCode501,Drive Train,Drive Shafts,Ultraviolet Degradation-Replace Component-1hr,Active,Drive Train-Drive Shafts-Ultraviolet Degradation-Replace Component-1hr
FaultCode502,Drive Train,Drive Shafts,Worm Broken-Replace Component-3hr,Active,Drive Train-Drive Shafts-Worm Broken-Replace Component-3hr
FaultCode503,Drive Train,Gear Lube,Input Seal Leaking-Repair GB-1hr,Active,Drive Train-Gear Lube-Input Seal Leaking-Repair GB-1hr
FaultCode504,Drive Train,Gear Lube,Output Seal Leaking-Repair Component-1hr,Active,Drive Train-Gear Lube-Output Seal Leaking-Repair Component-1hr
FaultCode505,Drive Train,Gearbox Repair,Bearing Race Missing-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Bearing Race Missing-Rebuild Gearbox-3hr
FaultCode506,Drive Train,Gearbox Repair,Bull Gear Broken-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Bull Gear Broken-Rebuild Gearbox-3hr
FaultCode507,Drive Train,Gearbox Repair,Case Broken-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Case Broken-Rebuild Gearbox-3hr
FaultCode508,Drive Train,Gearbox Repair,Diaphragm Faulty-Repair GB-0.25hr,Active,Drive Train-Gearbox Repair-Diaphragm Faulty-Repair GB-0.25hr
FaultCode509,Drive Train,Gearbox Repair,Flex Joint Insert Failure-Replace Component-1hr,Active,Drive Train-Gearbox Repair-Flex Joint Insert Failure-Replace Component-1hr
FaultCode510,Drive Train,Gearbox Repair,Gears Locked Up-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Gears Locked Up-Rebuild Gearbox-3hr
FaultCode511,Drive Train,Gearbox Repair,Input Bearing Failed-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Input Bearing Failed-Rebuild Gearbox-3hr
FaultCode512,Drive Train,Gearbox Repair,Input Seal Leaking-Repair GB-1hr,Active,Drive Train-Gearbox Repair-Input Seal Leaking-Repair GB-1hr
FaultCode513,Drive Train,Gearbox Repair,Lug Bolts Broken-Repair GB-1hr,Active,Drive Train-Gearbox Repair-Lug Bolts Broken-Repair GB-1hr
FaultCode514,Drive Train,Gearbox Repair,Mounting Bolts Broken-Repair GB-0.25hr,Active,Drive Train-Gearbox Repair-Mounting Bolts Broken-Repair GB-0.25hr
FaultCode515,Drive Train,Gearbox Repair,Oil Reservoir Empty-Replace Component-3hr,Active,Drive Train-Gearbox Repair-Oil Reservoir Empty-Replace Component-3hr
FaultCode516,Drive Train,Gearbox Repair,Other -- Fill in Comments-Replace Component-1hr,Active,Drive Train-Gearbox Repair-Other - Fill in Comments-Replace Component-1hr
FaultCode517,Drive Train,Gearbox Repair,Output Bearing Failed-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Output Bearing Failed-Rebuild Gearbox-3hr
FaultCode518,Drive Train,Gearbox Repair,Output Seal Leaking-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Output Seal Leaking-Rebuild Gearbox-3hr
FaultCode519,Drive Train,Gearbox Repair,Output Seal Missing-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Output Seal Missing-Rebuild Gearbox-3hr
FaultCode520,Drive Train,Gearbox Repair,Shipment Damage-Replace Component-0hr,Active,Drive Train-Gearbox Repair-Shipment Damage-Replace Component-0hr
FaultCode521,Drive Train,Gearbox Repair,Snap Ring Failed-Rebuild Gearbox-3hr,Active,Drive Train-Gearbox Repair-Snap Ring Failed-Rebuild Gearbox-3hr
FaultCode522,Drive Train,Tires and Rims,Bead Damaged-Repair Component-1hr,Active,Drive Train-Tires and Rims-Bead Damaged-Repair Component-1hr
FaultCode523,Drive Train,Tires and Rims,Corrosion On Wheel-Replace Component-1hr,Active,Drive Train-Tires and Rims-Corrosion On Wheel-Replace Component-1hr
FaultCode524,Drive Train,Tires and Rims,Shipment Damage-Replace Component-0hr,Active,Drive Train-Tires and Rims-Shipment Damage-Replace Component-0hr
FaultCode525,Drive Train,Tires and Rims,Finish Appearance Faulty-Replace Component-1hr,Active,Drive Train-Tires and Rims-Finish Appearance Faulty-Replace Component-1hr
FaultCode526,Drive Train,Tires and Rims,Galvanizing Burrs-Replace Component-1hr,Active,Drive Train-Tires and Rims-Galvanizing Burrs-Replace Component-1hr
FaultCode527,Drive Train,Tires and Rims,Other -- Fill in Comments-Replace Component-1hr,Active,Drive Train-Tires and Rims-Other - Fill in Comments-Replace Component-1hr
FaultCode528,Drive Train,Tires and Rims,Rim Damaged-Replace Component-1hr,Active,Drive Train-Tires and Rims-Rim Damaged-Replace Component-1hr
FaultCode529,Drive Train,Tires and Rims,Tire Leaking Air-Replace Component-1hr,Active,Drive Train-Tires and Rims-Tire Leaking Air-Replace Component-1hr
FaultCode530,Drive Train,Tires and Rims,Tire Leaking Air-Repair Component-1hr,Active,Drive Train-Tires and Rims-Tire Leaking Air-Repair Component-1hr
FaultCode531,Drive Train,Tires and Rims,Tire Split-Repair Component-1hr,Active,Drive Train-Tires and Rims-Tire Split-Repair Component-1hr
FaultCode532,Drive Train,Tires and Rims,Tire Split-Replace Component-1hr,Active,Drive Train-Tires and Rims-Tire Split-Replace Component-1hr
FaultCode533,Drive Train,Tires and Rims,Tube Pinched-Replace Component-1hr,Active,Drive Train-Tires and Rims-Tube Pinched-Replace Component-1hr
FaultCode534,Drive Train,Tires and Rims,Tube Pinched-Repair Component-1hr,Active,Drive Train-Tires and Rims-Tube Pinched-Repair Component-1hr
FaultCode535,Drive Train,Tires and Rims,Valve Stem Leaking-Replace Component-1hr,Active,Drive Train-Tires and Rims-Valve Stem Leaking-Replace Component-1hr
FaultCode536,Drive Train,Tires and Rims,Valve Stem Leaking-Repair Component-1hr,Active,Drive Train-Tires and Rims-Valve Stem Leaking-Repair Component-1hr
FaultCode537,Drive Train,Tires and Rims,Valve Stem Missing-Replace Component-1hr,Active,Drive Train-Tires and Rims-Valve Stem Missing-Replace Component-1hr
FaultCode538,Drive Train,U-Joints,Other -- Fill in Comments-Replace Component-1hr,Active,Drive Train-U-Joints-Other - Fill in Comments-Replace Component-1hr
FaultCode539,Drive Train,U-Joints,Shipment Damage-Replace Component-0hr,Active,Drive Train-U-Joints-Shipment Damage-Replace Component-0hr
FaultCode540,Drive Train,U-Joints,Mis-manufactured-Replace Component-1hr,Active,Drive Train-U-Joints-Mis-manufactured-Replace Component-1hr
FaultCode541,Drive Unit Controls,Complete Tower Boxes,Coil Failure-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Coil Failure-Replace Component-1hr
FaultCode542,Drive Unit Controls,Complete Tower Boxes,Contact Points Burned-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Contact Points Burned-Replace Component-1hr
FaultCode543,Drive Unit Controls,Complete Tower Boxes,Contact Points Damaged-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Contact Points Damaged-Replace Component-1hr
FaultCode544,Drive Unit Controls,Complete Tower Boxes,Contactor Chattering-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Contactor Chattering-Replace Component-1hr
FaultCode545,Drive Unit Controls,Complete Tower Boxes,Contactor Locked in-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Contactor Locked in-Replace Component-1hr
FaultCode546,Drive Unit Controls,Complete Tower Boxes,Contactor not pulling in-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Contactor not pulling in-Replace Component-1hr
FaultCode547,Drive Unit Controls,Complete Tower Boxes,Control Bearing Seized-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Control Bearing Seized-Replace Component-1hr
FaultCode548,Drive Unit Controls,Complete Tower Boxes,Disconnect Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Disconnect Switch Fails Closed-Replace Component-1hr
FaultCode549,Drive Unit Controls,Complete Tower Boxes,Disconnect Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Disconnect Switch Fails Open-Replace Component-1hr
FaultCode550,Drive Unit Controls,Complete Tower Boxes,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode551,Drive Unit Controls,Complete Tower Boxes,Factory Wiring Incorrect-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Factory Wiring Incorrect-Replace Component-1hr
FaultCode552,Drive Unit Controls,Complete Tower Boxes,Factory Wiring Loose-Repair Wiring-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Factory Wiring Loose-Repair Wiring-1hr
FaultCode553,Drive Unit Controls,Complete Tower Boxes,Fuse Block Defective-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Fuse Block Defective-Replace Component-1hr
FaultCode554,Drive Unit Controls,Complete Tower Boxes,Grounding Block Defective-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Grounding Block Defective-Replace Component-1hr
FaultCode555,Drive Unit Controls,Complete Tower Boxes,Housing Damaged-Replace Component-0hr,Active,Drive Unit Controls-Complete Tower Boxes-Housing Damaged-Replace Component-0hr
FaultCode556,Drive Unit Controls,Complete Tower Boxes,Latch Inoperable-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Latch Inoperable-Replace Component-1hr
FaultCode557,Drive Unit Controls,Complete Tower Boxes,Low Pressure Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Low Pressure Switch Fails Closed-Replace Component-1hr
FaultCode558,Drive Unit Controls,Complete Tower Boxes,Low Pressure Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Low Pressure Switch Fails Open-Replace Component-1hr
FaultCode559,Drive Unit Controls,Complete Tower Boxes,Mis-manufactured-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Mis-manufactured-Replace Component-1hr
FaultCode560,Drive Unit Controls,Complete Tower Boxes,Other -- Fill in Comments-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Other - Fill in Comments-Replace Component-1hr
FaultCode561,Drive Unit Controls,Complete Tower Boxes,OW Timer Doesn't Break Safety-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-OW Timer Doesn't Break Safety-Replace Component-1hr
FaultCode562,Drive Unit Controls,Complete Tower Boxes,OW Timer Doesn't Hold Safety-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-OW Timer Doesn't Hold Safety-Replace Component-1hr
FaultCode563,Drive Unit Controls,Complete Tower Boxes,Run Microswitch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Run Microswitch Fails Closed-Replace Component-1hr
FaultCode564,Drive Unit Controls,Complete Tower Boxes,Run Microswitch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Run Microswitch Fails Open-Replace Component-1hr
FaultCode565,Drive Unit Controls,Complete Tower Boxes,Safety Microswitch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Safety Microswitch Fails Closed-Replace Component-1hr
FaultCode566,Drive Unit Controls,Complete Tower Boxes,Safety Microswitch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Safety Microswitch Fails Open-Replace Component-1hr
FaultCode567,Drive Unit Controls,Complete Tower Boxes,Shipment Damage-Replace Component-0hr,Active,Drive Unit Controls-Complete Tower Boxes-Shipment Damage-Replace Component-0hr
FaultCode568,Drive Unit Controls,Complete Tower Boxes,Single Phasing-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Single Phasing-Replace Component-1hr
FaultCode569,Drive Unit Controls,Complete Tower Boxes,Solenoid Valve Fails-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Solenoid Valve Fails-Replace Component-1hr
FaultCode570,Drive Unit Controls,Complete Tower Boxes,Terminal Block Defective-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Terminal Block Defective-Replace Component-1hr
FaultCode571,Drive Unit Controls,Complete Tower Boxes,Terminal Strip Stripped Out-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Terminal Strip Stripped Out-Replace Component-1hr
FaultCode572,Drive Unit Controls,Complete Tower Boxes,Tower Ahead Forward-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Tower Ahead Forward-Replace Component-1hr
FaultCode573,Drive Unit Controls,Complete Tower Boxes,Tower Behind Forward-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Tower Behind Forward-Replace Component-1hr
FaultCode574,Drive Unit Controls,Complete Tower Boxes,Tower Behind Reverse-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Tower Behind Reverse-Replace Component-1hr
FaultCode575,Drive Unit Controls,Complete Tower Boxes,Tower Box Cover Fell Off-Replace Component-1hr,Active,Drive Unit Controls-Complete Tower Boxes-Tower Box Cover Fell Off-Replace Component-1hr
FaultCode576,Drive Unit Controls,Pivot Alignment,Coil Failure-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Coil Failure-Replace Component-1hr
FaultCode577,Drive Unit Controls,Pivot Alignment,Contact Points Burned-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Contact Points Burned-Replace Component-1hr
FaultCode578,Drive Unit Controls,Pivot Alignment,Contact Points Damaged-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Contact Points Damaged-Replace Component-1hr
FaultCode579,Drive Unit Controls,Pivot Alignment,Contactor Chattering-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Contactor Chattering-Replace Component-1hr
FaultCode580,Drive Unit Controls,Pivot Alignment,Contactor Locked in-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Contactor Locked in-Replace Component-1hr
FaultCode581,Drive Unit Controls,Pivot Alignment,Contactor not pulling in-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Contactor not pulling in-Replace Component-1hr
FaultCode582,Drive Unit Controls,Pivot Alignment,Control Bearing Seized-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Control Bearing Seized-Replace Component-1hr
FaultCode583,Drive Unit Controls,Pivot Alignment,Disconnect Switch Fails Closed-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Disconnect Switch Fails Closed-Replace Component-1hr
FaultCode584,Drive Unit Controls,Pivot Alignment,Disconnect Switch Fails Open-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Disconnect Switch Fails Open-Replace Component-1hr
FaultCode585,Drive Unit Controls,Pivot Alignment,Factory Wiring Incorrect-Repair Wiring-1hr,Active,Drive Unit Controls-Pivot Alignment-Factory Wiring Incorrect-Repair Wiring-1hr
FaultCode586,Drive Unit Controls,Pivot Alignment,Factory Wiring Incorrect-Replace Component-1hr,Active,Drive Unit Controls-Pivot Alignment-Factory Wiring Incorrect-Replace Component-1hr
